"Time","Source","Destination","Info"
"06:06:36.692979","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:36.696290","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","https(443)  >  35156 [ACK] Seq=920 Ack=779 Win=353 Len=0 TSval=3599064789 TSecr=1896024478"
"06:06:37.000198","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:37.005724","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=2643 Ack=1873 Win=3872 Len=0 TSval=121295 TSecr=66057937"
"06:06:37.019493","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:37.063289","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=1873 Ack=2690 Win=42 Len=0 TSval=66058000 TSecr=121296"
"06:06:37.109239","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:37.112494","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=1873 Ack=3086 Win=42 Len=0 TSval=66058049 TSecr=121306"
"06:06:37.112956","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:37.167374","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","Application Data"
"06:06:37.189801","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","35156  >  https(443) [ACK] Seq=779 Ack=990 Win=1372 Len=0 TSval=1896024966 TSecr=3599064907"
"06:06:37.191996","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=3086 Ack=1920 Win=3872 Len=0 TSval=121311 TSecr=66058050"
"06:06:37.218497","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","Application Data"
"06:06:37.226500","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","35156  >  https(443) [ACK] Seq=779 Ack=1166 Win=1372 Len=0 TSval=1896025019 TSecr=3599064920"
"06:06:37.659130","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:37.663005","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:37.671935","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=3491 Ack=1967 Win=3872 Len=0 TSval=121362 TSecr=66058600"
"06:06:37.721011","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:37.724374","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","https(443)  >  35156 [ACK] Seq=1166 Ack=908 Win=360 Len=0 TSval=3599065046 TSecr=1896025514"
"06:06:38.041255","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:38.079888","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=3491 Ack=2234 Win=3931 Len=0 TSval=121402 TSecr=66058978"
"06:06:38.080001","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:38.127106","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=2234 Ack=3538 Win=42 Len=0 TSval=66059064 TSecr=121403"
"06:06:38.184825","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:38.188096","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=2234 Ack=3935 Win=42 Len=0 TSval=66059125 TSecr=121413"
"06:06:38.188674","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:38.236775","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=3935 Ack=2281 Win=3931 Len=0 TSval=121419 TSecr=66059125"
"06:06:38.249013","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","Application Data"
"06:06:38.327180","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","35156  >  https(443) [ACK] Seq=908 Ack=1236 Win=1372 Len=0 TSval=1896026111 TSecr=3599065177"
"06:06:39.111834","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:39.115603","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:39.147889","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=4341 Ack=2328 Win=3931 Len=0 TSval=121509 TSecr=66060052"
"06:06:40.179202","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","[TCP Keep-Alive] https(443)  >  37390 [ACK] Seq=2327 Ack=4341 Win=42 Len=0 TSval=66061116 TSecr=121509"
"06:06:40.185036","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","[TCP Keep-Alive ACK] 37390  >  https(443) [ACK] Seq=4341 Ack=2328 Win=3931 Len=0 TSval=121613 TSecr=66060052"
"06:06:40.213632","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:40.217531","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:40.222638","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=4746 Ack=2375 Win=3931 Len=0 TSval=121617 TSecr=66061154"
"06:06:42.317012","166.104.142.150","172.17.0.1","47668  >  discard(9) Len=1"
"06:06:42.317637","166.104.142.150","172.17.0.1","35789  >  discard(9) Len=1"
"06:06:42.519431","166.104.142.150","172.17.0.1","35189  >  discard(9) Len=1"
"06:06:42.519479","166.104.142.150","172.17.0.1","48846  >  discard(9) Len=1"
"06:06:43.063753","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","Application Data"
"06:06:43.134162","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","35156  >  https(443) [ACK] Seq=908 Ack=1318 Win=1372 Len=0 TSval=1896030919 TSecr=3599066381"
"06:06:43.358961","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=531513432 TSecr=0 WS=256"
"06:06:43.401780","asimov.vortex.data.trafficmanager.net","166.104.142.119","https(443)  >  50206 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1440 WS=256 SACK_PERM=1 TSval=2048406069 TSecr=531513432"
"06:06:43.410488","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=1 Ack=1 Win=87808 Len=0 TSval=531513484 TSecr=2048406069"
"06:06:43.418645","166.104.142.119","asimov.vortex.data.trafficmanager.net","Client Hello"
"06:06:43.463474","asimov.vortex.data.trafficmanager.net","166.104.142.119","https(443)  >  50206 [ACK] Seq=1 Ack=518 Win=263424 Len=1448 TSval=2048406124 TSecr=531513494 [TCP segment of a reassembled PDU]"
"06:06:43.463635","asimov.vortex.data.trafficmanager.net","166.104.142.119","https(443)  >  50206 [ACK] Seq=1449 Ack=518 Win=263424 Len=1448 TSval=2048406124 TSecr=531513494 [TCP segment of a reassembled PDU]"
"06:06:43.463986","asimov.vortex.data.trafficmanager.net","166.104.142.119","https(443)  >  50206 [ACK] Seq=2897 Ack=518 Win=263424 Len=1448 TSval=2048406124 TSecr=531513494 [TCP segment of a reassembled PDU]"
"06:06:43.464154","asimov.vortex.data.trafficmanager.net","166.104.142.119","https(443)  >  50206 [ACK] Seq=4345 Ack=518 Win=263424 Len=1448 TSval=2048406124 TSecr=531513494 [TCP segment of a reassembled PDU]"
"06:06:43.464157","asimov.vortex.data.trafficmanager.net","166.104.142.119","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"06:06:43.475338","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:43.478739","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","https(443)  >  35156 [ACK] Seq=1318 Ack=1037 Win=368 Len=0 TSval=3599066485 TSecr=1896031267"
"06:06:43.538224","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=518 Ack=1449 Win=90624 Len=0 TSval=531513564 TSecr=2048406124"
"06:06:43.538387","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=518 Ack=2897 Win=93440 Len=0 TSval=531513564 TSecr=2048406124"
"06:06:43.538531","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=518 Ack=4345 Win=96512 Len=0 TSval=531513576 TSecr=2048406124"
"06:06:43.538678","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=518 Ack=5793 Win=99328 Len=0 TSval=531513576 TSecr=2048406124"
"06:06:43.538830","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=518 Ack=5869 Win=99328 Len=0 TSval=531513576 TSecr=2048406124"
"06:06:43.538999","166.104.142.119","asimov.vortex.data.trafficmanager.net","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"06:06:43.566850","asimov.vortex.data.trafficmanager.net","166.104.142.119","[TCP Spurious Retransmission] https(443)  >  50206 [PSH, ACK] Seq=4421 Ack=518 Win=263424 Len=1448 TSval=2048406233 TSecr=531513494[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"06:06:43.573029","166.104.142.119","asimov.vortex.data.trafficmanager.net","[TCP Dup ACK 736#1] 50206  >  https(443) [ACK] Seq=611 Ack=5869 Win=99328 Len=0 TSval=531513647 TSecr=2048406233 SLE=4421 SRE=5869"
"06:06:43.582131","asimov.vortex.data.trafficmanager.net","166.104.142.119","Change Cipher Spec, Encrypted Handshake Message"
"06:06:43.586035","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=611 Ack=5920 Win=99328 Len=0 TSval=531513662 TSecr=2048406249"
"06:06:43.597852","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=611 Ack=5920 Win=99328 Len=1428 TSval=531513666 TSecr=2048406249 [TCP segment of a reassembled PDU]"
"06:06:43.599588","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=2039 Ack=5920 Win=99328 Len=1428 TSval=531513666 TSecr=2048406249 [TCP segment of a reassembled PDU]"
"06:06:43.600156","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=3467 Ack=5920 Win=99328 Len=1428 TSval=531513666 TSecr=2048406249 [TCP segment of a reassembled PDU]"
"06:06:43.601456","166.104.142.119","asimov.vortex.data.trafficmanager.net","Application Data"
"06:06:43.641764","asimov.vortex.data.trafficmanager.net","166.104.142.119","https(443)  >  50206 [ACK] Seq=5920 Ack=3467 Win=263424 Len=0 TSval=2048406310 TSecr=531513666"
"06:06:43.643361","asimov.vortex.data.trafficmanager.net","166.104.142.119","https(443)  >  50206 [ACK] Seq=5920 Ack=5505 Win=263424 Len=0 TSval=2048406311 TSecr=531513666"
"06:06:43.774047","asimov.vortex.data.trafficmanager.net","166.104.142.119","Application Data"
"06:06:43.790076","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:43.800398","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=4746 Ack=2641 Win=3991 Len=0 TSval=121975 TSecr=66064726"
"06:06:43.802337","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:43.845399","166.104.142.119","asimov.vortex.data.trafficmanager.net","50206  >  https(443) [ACK] Seq=5505 Ack=6216 Win=102144 Len=0 TSval=531513915 TSecr=2048406436"
"06:06:43.846987","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=2641 Ack=4793 Win=42 Len=0 TSval=66064784 TSecr=121975"
"06:06:43.978063","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:43.981305","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=2641 Ack=5190 Win=42 Len=0 TSval=66064918 TSecr=121989"
"06:06:43.981781","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:44.000429","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","Application Data"
"06:06:44.030212","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","Application Data"
"06:06:44.050039","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","35156  >  https(443) [ACK] Seq=1037 Ack=1494 Win=1372 Len=0 TSval=1896031829 TSecr=3599066615"
"06:06:44.050129","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","35156  >  https(443) [ACK] Seq=1037 Ack=1564 Win=1372 Len=0 TSval=1896031829 TSecr=3599066623"
"06:06:44.070768","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=5190 Ack=2688 Win=3991 Len=0 TSval=121999 TSecr=66064918"
"06:06:45.262566","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:45.266121","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","https(443)  >  35156 [ACK] Seq=1564 Ack=1172 Win=376 Len=0 TSval=3599066932 TSecr=1896033047"
"06:06:45.561568","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:45.596735","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=5190 Ack=2951 Win=4051 Len=0 TSval=122152 TSecr=66066498"
"06:06:45.596804","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:45.643108","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=2951 Ack=5237 Win=42 Len=0 TSval=66066579 TSecr=122152"
"06:06:45.773032","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","Application Data"
"06:06:45.777010","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","35156  >  https(443) [ACK] Seq=1172 Ack=1686 Win=1372 Len=0 TSval=1896033570 TSecr=3599067058"
"06:06:45.891098","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:45.894282","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=2951 Ack=5643 Win=42 Len=0 TSval=66066831 TSecr=122184"
"06:06:45.894861","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:45.973906","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=5643 Ack=2998 Win=4051 Len=0 TSval=122190 TSecr=66066831"
"06:06:46.170886","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:46.174791","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:46.185928","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=6046 Ack=3045 Win=4051 Len=0 TSval=122214 TSecr=66067111"
"06:06:47.013333","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:47.017106","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","https(443)  >  35156 [ACK] Seq=1686 Ack=1306 Win=384 Len=0 TSval=3599067369 TSecr=1896034804"
"06:06:47.322472","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:47.429946","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=6046 Ack=3308 Win=4110 Len=0 TSval=122338 TSecr=66068259"
"06:06:47.436406","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:47.483132","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=3308 Ack=6093 Win=42 Len=0 TSval=66068419 TSecr=122339"
"06:06:47.540998","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","Application Data"
"06:06:47.665588","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","35156  >  https(443) [ACK] Seq=1306 Ack=1807 Win=1372 Len=0 TSval=1896035435 TSecr=3599067500"
"06:06:48.036394","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:48.039577","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=3308 Ack=6495 Win=42 Len=0 TSval=66068976 TSecr=122399"
"06:06:48.040141","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:48.109290","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=6495 Ack=3355 Win=4110 Len=0 TSval=122406 TSecr=66068976"
"06:06:48.275993","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:48.279275","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","https(443)  >  35156 [ACK] Seq=1807 Ack=1430 Win=384 Len=0 TSval=3599067685 TSecr=1896036050"
"06:06:48.580934","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:48.603418","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=6495 Ack=3612 Win=4170 Len=0 TSval=122454 TSecr=66069517"
"06:06:48.603484","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:48.647025","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=3612 Ack=6542 Win=42 Len=0 TSval=66069583 TSecr=122455"
"06:06:48.705468","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","Application Data"
"06:06:48.708604","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","https(443)  >  37390 [ACK] Seq=3612 Ack=6941 Win=42 Len=0 TSval=66069645 TSecr=122465"
"06:06:48.709281","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","166.104.142.150","Application Data"
"06:06:48.750106","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","Application Data"
"06:06:48.763651","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","35156  >  https(443) [ACK] Seq=1430 Ack=1877 Win=1372 Len=0 TSval=1896036548 TSecr=3599067803"
"06:06:48.768235","166.104.142.150","ec2-52-79-100-210.ap-northeast-2.compute.amazonaws.com","37390  >  https(443) [ACK] Seq=6941 Ack=3659 Win=4170 Len=0 TSval=122472 TSecr=66069646"
"06:06:48.801010","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","166.104.142.119","Application Data"
"06:06:48.817763","166.104.142.119","ec2-13-124-240-204.ap-northeast-2.compute.amazonaws.com","35156  >  https(443) [ACK] Seq=1430 Ack=1993 Win=1372 Len=0 TSval=1896036597 TSecr=3599067815"
"06:06:49.372783","52.139.172.218","166.104.142.119","https(443)  >  36154 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
